x, y
-0.0009954977488744372, 0.33228156772906015
0.014050358512589628, 0.329641132222524
0.0307970651992663, 0.3246413093537074
0.04697515424378856, 0.3182763954985062
0.0624645656161414, 0.3083594109797716
0.07798232449558112, 0.29852036418171296
0.0935901283975321, 0.28869548787832267
0.1095847923961981, 0.2762774110506241
0.12499583124895781, 0.2669673960535172
0.1417692179423045, 0.25289137134962153
0.15653993663498417, 0.2415667843604974
0.17361514090378521, 0.22727584048746502
0.1883725195931299, 0.21672118370865465
0.2052309488077372, 0.20263571200831337
0.22114890778722696, 0.18981141433345536
0.23611805902951474, 0.1785553180685616
0.25307653826913457, 0.16489732295738224
0.26855761213940305, 0.15229739144810647
0.28543938635984656, 0.13971871568083322
0.29744538936134735, 0.12947580978472656
