x, y
27.881105216868765, -0.09379979762849688
27.390037448115855, -0.08920705513108707
26.739403297503593, -0.050598934823046116
26.17055806049801, 0.01039123137606568
25.48203803709791, 0.058802857437152634
24.84990110672912, 0.08248153511509115
24.139095275806767, 0.06515271777657938
23.674770476080564, 0.016438140363420395
23.232620054839007, -0.026302236386881006
22.796263943553235, -0.08365698636113017
22.378182194435713, -0.1197203153117673
21.904163068437327, -0.14255072920390444
21.33932927678575, -0.1398968753597548
20.774606914171784, -0.09355743654683935
20.40488536737756, -0.03879595014632553
20.04307528225373, 0.013129911598795507
19.57964191482842, 0.0911338257302643
19.022162439659187, 0.15024569354653017
18.518057473505756, 0.17164617705688823
18.06376128716457, 0.15260871409269106
17.853383264154473, 0.11796319746975037
17.620273717471676, 0.06932132838108851
17.277963713929825, 0.021091473131244598
17.066471400543616, -0.03302775640287681
16.892196385719572, -0.08125761165272083
16.639029612266746, -0.13194743188138847
16.316999693570146, -0.18427318941124438
16.05413859384514, -0.22083335857927933
15.701354260767825, -0.2542428336857667
15.257086687811654, -0.25061953551498706
14.770476080563196, -0.18972631374853832
14.20853944388951, -0.049932441848487996
13.694405864351065, 0.1034336506243827
13.237323952069596, 0.2246505456153851
12.662572976070615, 0.3168689371860667
12.366283165062221, 0.31757178432287336
11.992550172913989, 0.286113315923729
11.403647709138376, 0.14289003471822492
11.032700442930425, -0.009227898184109629
10.649718840660457, -0.1665202401798319
10.225619923511925, -0.3023999806111135
9.783023786119921, -0.43779499887908
9.491859710841648, -0.4584320449822168
9.167044066204767, -0.4500705876650327
8.791862496567587, -0.3994655938149452
8.421806662660527, -0.27438303957150567
7.94310751708247, -0.030301194234229945
7.451705461216726, 0.21507728288991346
7.051118071004175, 0.4293971873996474
6.643622080459725, 0.5601994631702041
6.250611864804741, 0.608526262852711
5.732355410874678, 0.5312979041825463
5.366979596547292, 0.3747084093236308
5.091192728459374, 0.17222784365286614
4.781865720050462, -0.018728452585083932
4.584413465403274, -0.15093642262925422
4.23229770655163, -0.3649291396787504
3.9750080587071843, -0.5722569269826652
3.691309728948866, -0.7618317650551675
3.3279396372984826, -0.8570796701465678
3.084467190117836, -0.867367898062929
2.4144443869612107, -0.7066340287076701
2.0154170032752177, -0.41788503602091576
1.6386754271114807, -0.09522972801027618
1.30862261770687, 0.219888150360815
0.8418463791532189, 0.6017522706203837
0.3283813738404416, 0.940985076616397
0.04735734098479392, 0.9940863896075567
